county,city,modelYear,make,model,electricVehicleType,electricRange,electricUtility
King,Issaquah,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Bellevue,2018,FIAT,500,Battery Electric Vehicle (BEV),84,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Sammamish,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Tumwater,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,PUGET SOUND ENERGY INC
King,Redmond,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Benton,Richland,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
King,Seatac,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Olympia,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,PUGET SOUND ENERGY INC
Franklin,Connell,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,"BONNEVILLE POWER ADMINISTRATION||BIG BEND ELECTRIC COOP, INC"
Pierce,Bonney Lake,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Maple Valley,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),22,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Bothell,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC
King,Issaquah,2023,VOLVO,,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Shoreline,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Clark,Vancouver,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Thurston,Olympia,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC
King,Federal Way,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Olympia,2017,FIAT,500,Battery Electric Vehicle (BEV),84,PUGET SOUND ENERGY INC
Island,Camano Island,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
King,Bellevue,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whitman,Pullman,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38,AVISTA CORP
Benton,Richland,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
Snohomish,Edmonds,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Snohomish,Snohomish,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Shoreline,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Bellevue,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Whatcom,Lynden,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Chelan,Cashmere,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,PUD NO 1 OF CHELAN COUNTY
Pierce,University Place,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Sammamish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Lakewood,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Renton,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Island,Coupeville,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Thurston,Rochester,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35,PUGET SOUND ENERGY INC
Spokane,Spokane,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY
King,Redmond,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skagit,Burlington,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Benton,Kennewick,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),26,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Clark,Vancouver,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Edmonds,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,PUGET SOUND ENERGY INC
Benton,Kennewick,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
King,Redmond,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Lynnwood,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Bellevue,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Arlington,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Pierce,Tacoma,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Kitsap,Port Orchard,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,PUGET SOUND ENERGY INC
Clark,Vancouver,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),58,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Kitsap,Port Orchard,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,PUGET SOUND ENERGY INC
Kitsap,Olalla,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Snohomish,Snohomish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Douglas,East Wenatchee,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUD NO 1 OF DOUGLAS COUNTY
King,Seattle,2022,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Bothell,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,PUGET SOUND ENERGY INC
Lewis,Chehalis,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY
King,Issaquah,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Snohomish,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,PUGET SOUND ENERGY INC
King,Seattle,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Kitsap,Bremerton,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC
Clark,Camas,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Redmond,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
San Juan,Friday Harbor,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
King,Seattle,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Pierce,Lakewood,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Sammamish,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Tacoma,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),215,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Federal Way,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),22,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Whatcom,Bellingham,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),19,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Chelan,Leavenworth,2023,VOLVO,C40,Battery Electric Vehicle (BEV),0,PUD NO 1 OF CHELAN COUNTY
King,Redmond,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Snohomish,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Clark,Battle Ground,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Burien,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Silverdale,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,PUGET SOUND ENERGY INC
Clark,Brush Prairie,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Newcastle,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2022,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),16,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kirkland,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Renton,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Poulsbo,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,PUGET SOUND ENERGY INC
Clark,Vancouver,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Newcastle,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Tukwila,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kent,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Pierce,University Place,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),215,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Bothell,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,PUGET SOUND ENERGY INC
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Snohomish,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC
Thurston,Tumwater,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,PUGET SOUND ENERGY INC
Snohomish,Snohomish,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,PUGET SOUND ENERGY INC
Kitsap,Port Orchard,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,PUGET SOUND ENERGY INC
King,Redmond,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Lake Forest Park,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Sammamish,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Woodinville,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Puyallup,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Monroe,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Redmond,2015,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Bellevue,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Sammamish,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Olympia,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,PUGET SOUND ENERGY INC
King,Redmond,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,2017,FIAT,500,Battery Electric Vehicle (BEV),84,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seatac,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bainbridge Island,2022,LUCID MOTORS,LUCID AIR,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Auburn,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Renton,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Kitsap,Silverdale,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,PUGET SOUND ENERGY INC
King,Bellevue,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skagit,Mount Vernon,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Snoqualmie,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),18,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Bellingham,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Clyde Hill,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Snoqualmie,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Beaux Arts,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Eatonville,2023,VOLVO,C40,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA)
Pierce,Tacoma,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Thurston,Olympia,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,PUGET SOUND ENERGY INC
King,Kent,2022,KIA,EV6,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Bothell,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Sammamish,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kenmore,2022,KIA,EV6,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bothell,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2016,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),14,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Benton,Richland,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
King,Seatac,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Federal Way,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),73,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Snohomish,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
Thurston,Tumwater,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),33,PUGET SOUND ENERGY INC
Snohomish,Edmonds,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC
King,Renton,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Camas,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Yakima,Moxee,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26,PACIFICORP
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Pierce,Tacoma,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Cowlitz,Longview,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Bellevue,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Shoreline,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Jefferson,Port Hadlock,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
King,Redmond,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Pierce,Graham,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Sammamish,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Vashon,2013,FIAT,500,Battery Electric Vehicle (BEV),87,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Maple Valley,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
